Barcode#,ID,Date,Site,Period,Transect,Genus,Subgenus,Species,sex,HW,det:,Lat,Long,Day,Month,Year,County,State,Country,Host,Catch
WSUC00051854,318,6/29/2022,Aso_c,2,1,Andrena,,prunorum,M,3.30,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052650,319,6/29/2022,Aso_c,2,1,Andrena,,scurra,F,2.83,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052480,320,6/29/2022,Aso_c,2,1,Andrena,,scurra,F,2.68,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051867,321,6/29/2022,Aso_c,2,1,Andrena,,prunorum,M,2.90,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052662,322,6/29/2022,Aso_c,2,1,Andrena,,scurra,F,2.70,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052105,323,6/29/2022,Aso_c,2,1,Halictus,,virgatellus,M,1.72,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052302,324,6/29/2022,Aso_c,2,1,Lasioglossum,,pulveris,F,1.49,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051679,325,6/29/2022,Aso_c,2,4,Agapostemon,,subtilior,F,3.00,CALankford2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052561,326,6/29/2022,Aso_c,2,4,Nomada,,A,M,2.91,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051982,327,6/29/2022,Aso_c,2,4,Andrena,,prunorum,F,3.77,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052444,328,6/29/2022,Aso_c,2,4,Nomada,,,M,2.43,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051761,329,6/29/2022,Aso_c,2,4,Andrena,,prunorum,F,3.88,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051735,330,6/29/2022,Aso_c,2,4,Andrena,,prunorum,F,3.77,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051969,331,6/29/2022,Aso_c,2,4,Andrena,,prunorum,F,3.73,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051737,332,6/29/2022,Aso_c,2,4,Andrena,,prunorum,M,3.22,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052377,333,6/29/2022,Aso_c,2,4,Andrena,,A,F,3.39,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052715,334,6/29/2022,Aso_c,2,4,Andrena,,scurra,F,2.91,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052613,335,6/29/2022,Aso_c,2,4,Nomada,,A,M,2.94,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051844,336,6/29/2022,Aso_c,2,4,Apis,,mellifera,F,3.73,CALankford2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052702,337,6/29/2022,Aso_c,2,4,Andrena,,scurra,F,2.66,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052571,338,6/29/2022,Aso_c,2,4,Andrena,,scurra,F,2.78,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052418,339,6/29/2022,Aso_c,2,4,Nomada,,,M,2.12,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052250,340,6/29/2022,Aso_c,2,4,Lasioglossum,,pulveris,F,1.53,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052042,341,6/29/2022,Aso_c,2,4,Lasioglossum,,pulveris,F,1.65,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051661,342,6/29/2022,Aso_c,2,4,Panurginus,,ineptus,M,1.52,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052051,343,6/29/2022,Aso_c,2,4,Sphecodes,,A,M,2.12,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051674,344,6/29/2022,Aso_c,2,4,Panurginus,,ineptus,M,1.75,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051956,345,6/29/2022,Aso_c,2,3,Andrena,,prunorum,F,3.60,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051965,346,6/29/2022,Aso_c,2,3,Andrena,,prunorum,F,3.72,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052689,347,6/29/2022,Aso_c,2,3,Andrena,,scurra,F,2.74,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052624,348,6/29/2022,Aso_c,2,3,Andrena,,scurra,F,2.87,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052133,349,6/29/2022,Aso_c,2,3,Lasioglossum,,pulveris,F,1.50,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051991,350,6/29/2022,Aso_c,3,2,Andrena,,prunorum,F,3.79,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051662,351,6/29/2022,Aso_c,3,2,Bombus,,centralis,F,3.27,CALankford2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051841,352,6/29/2022,Aso_c,3,2,Andrena,,prunorum,M,3.04,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051705,353,6/29/2022,Aso_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052509,354,6/29/2022,Aso_c,3,2,Nomada,,,M,3.30,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052626,355,6/29/2022,Aso_c,3,2,Nomada,,A,M,2.96,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052405,356,6/29/2022,Aso_c,3,2,Nomada,,,M,2.86,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051935,357,6/29/2022,Aso_c,3,2,Apis,,mellifera,F,3.80,CALankford2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00051724,358,6/29/2022,Aso_c,3,2,Andrena,,prunorum,M,2.98,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052333,359,6/29/2022,Aso_c,3,2,Lasioglossum,,pulveris,M,1.33,KWWright2025,46.25037,-117.26272,29,June,2022,Asotin,WA,USA,Canola,Net
WSUC00052070,360,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.66,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052304,361,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.57,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052356,362,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.65,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052291,363,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.72,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052029,364,7/26/2022,Clark1_c,3,3,Lasioglossum,,pulveris,F,1.50,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052521,365,7/26/2022,Clark1_c,3,3,Lasioglossum,(Dialictus),,M,1.16,CALankford2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052226,366,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.52,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052057,367,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.42,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052252,368,7/26/2022,Clark1_c,3,3,Lasioglossum,,zephyrum,F,1.49,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052207,369,7/26/2022,Clark1_c,3,3,Sphecodes,,B,F,1.71,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052294,370,7/26/2022,Clark1_c,3,3,Lasioglossum,,pulveris,M,1.35,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052068,371,7/26/2022,Clark1_c,3,3,Lasioglossum,,pulveris,F,1.56,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052268,372,7/26/2022,Clark1_c,3,1,Lasioglossum,,pulveris,M,1.35,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052059,373,7/26/2022,Clark1_c,3,1,Lasioglossum,,punctatoventre,F,1.47,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052035,374,7/26/2022,Clark1_c,3,2,Lasioglossum,,pulveris,M,1.27,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052055,375,7/26/2022,Clark1_c,3,2,Lasioglossum,,pulveris,F,1.48,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052081,376,7/26/2022,Clark1_c,3,2,Lasioglossum,,pulveris,F,1.51,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052278,377,7/26/2022,Clark1_c,3,2,Lasioglossum,,zephyrum,F,1.44,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052135,378,7/26/2022,Clark1_c,3,4,Lasioglossum,,zephyrum,F,1.68,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052315,379,7/26/2022,Clark1_c,3,4,Lasioglossum,,pulveris,F,1.50,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052094,380,7/26/2022,Clark1_c,3,4,Lasioglossum,,pulveris,F,1.50,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052229,381,7/26/2022,Clark1_c,3,4,Lasioglossum,,pulveris,M,1.39,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051653,382,7/11/2022,Smoot_c,2,2,Anthophora,,urbana,F,3.93,CALankford2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052036,383,7/11/2022,Smoot_c,2,2,Lasioglossum,,prasinogaster,F,NA,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052037,384,7/11/2022,Smoot_c,2,2,Lasioglossum,,prasinogaster,F,1.49,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052120,385,7/11/2022,Smoot_c,2,2,Lasioglossum,,pulveris,F,1.37,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052063,386,7/11/2022,Smoot_c,2,2,Lasioglossum,,prasinogaster,F,1.46,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052313,387,7/11/2022,Smoot_c,2,2,Halictus,,confuscus,F,1.83,CALankford2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052050,388,7/11/2022,Smoot_c,2,2,Lasioglossum,,prasinogaster,F,1.45,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052625,389,7/11/2022,Smoot_c,2,2,Lasioglossum,(Dialictus),,M,1.21,CALankford2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052076,390,7/11/2022,Smoot_c,2,2,Lasioglossum,,prasinogaster,F,1.42,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051763,391,7/11/2022,Smoot_c,2,3,Andrena,,prunorum,M,3.10,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051958,392,7/11/2022,Smoot_c,2,3,Andrena,,prunorum,M,3.11,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051815,393,7/11/2022,Smoot_c,2,3,Andrena,,prunorum,M,2.90,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051711,394,7/11/2022,Smoot_c,2,3,Andrena,,prunorum,M,3.20,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052115,395,7/11/2022,Smoot_c,2,3,Lasioglossum,,prasinogaster,F,1.51,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052271,396,7/11/2022,Smoot_c,2,3,Lasioglossum,,prasinogaster,F,1.62,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052089,397,7/11/2022,Smoot_c,2,3,Lasioglossum,,prasinogaster,F,1.45,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052256,398,7/11/2022,Smoot_c,2,3,Lasioglossum,,nigroviride,F,1.46,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052431,399,7/11/2022,Smoot_c,2,1,Nomada,,,M,2.73,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052180,400,7/11/2022,Smoot_c,2,1,Lasioglossum,,punctatoventre,F,1.58,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051698,401,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.11,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051685,402,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.15,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051945,403,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.05,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051880,404,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.18,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051659,405,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.22,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051776,406,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.14,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051750,407,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.00,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051789,408,7/11/2022,Smoot_c,2,4,Andrena,,prunorum,M,3.16,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052102,409,7/11/2022,Smoot_c,2,4,Lasioglossum,,prasinogaster,F,1.49,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052185,410,7/11/2022,Smoot_c,2,4,Lasioglossum,,pulveris,F,1.55,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052244,411,7/11/2022,Smoot_c,2,4,Lasioglossum,,prasinogaster,F,1.49,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052257,412,7/11/2022,Smoot_c,2,4,Lasioglossum,,prasinogaster,F,1.53,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052612,413,7/11/2022,Smoot_c,2,4,Lasioglossum,(Dialictus),,M,1.46,CALankford2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052246,414,7/11/2022,Smoot_c,2,4,Sphecodes,,B,F,1.83,KWWright2025,,,11,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052730,415,7/26/2022,Clark2_c,3,1,Lasioglossum,(Dialictus),,M,1.32,CALankford2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052317,416,7/26/2022,Clark2_c,3,1,Lasioglossum,,tenax,F,1.67,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051739,417,7/26/2022,Clark2_c,3,2,Megachile,,angelarum,M,2.62,CALankford2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052083,418,7/26/2022,Clark2_c,3,2,Lasioglossum,,zephyrum,F,1.82,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052265,419,7/26/2022,Clark2_c,3,2,Lasioglossum,,zephyrum,F,1.32,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051687,420,7/26/2022,Clark2_c,3,3,Megachile,,rotundata,F,2.69,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052026,421,7/26/2022,Clark2_c,3,3,Sphecodes,,C,M,1.36,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052148,422,7/26/2022,Clark2_c,3,3,Lasioglossum,,zephyrum,F,1.46,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052587,423,7/26/2022,Clark2_c,3,4,Nomada,,A,M,2.91,KWWright2025,,,26,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052343,424,7/20/2022,Clark2_c,3,4,Lasioglossum,,tenax,F,1.38,KWWright2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052283,425,7/20/2022,Clark2_c,3,4,Lasioglossum,,prasinogaster,F,1.45,KWWright2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00051678,426,7/20/2022,Clark2_c,3,4,Ceratina,,acantha,F,1.57,KWWright2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052025,427,7/20/2022,Clark2_c,3,4,Wasp,,,,1.34,,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052330,428,7/20/2022,Clark2_c,3,4,Lasioglossum,,tenax,F,1.22,KWWright2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052109,429,7/20/2022,Clark2_c,3,4,Lasioglossum,,tenax,F,1.30,KWWright2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052020,430,7/20/2022,Clark2_c,3,4,Wasp,,,,1.10,,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052599,431,7/20/2022,Clark2_c,3,4,Lasioglossum,(Dialictus),,M,1.15,CALankford2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052285,432,7/20/2022,Clark2_c,3,4,Wasp,,,,wasp,,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSU00052143,433,7/20/2022,Clark2_c,3,4,Sphecodes,,C,F,1.27,KWWright2025,,,20,July,2022,Whitman,WA,USA,Canola,Net
WSUC00052717,434,7/20/2022,Hutch_c,3,1,Nomada,,A,M,3.44,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052022,435,7/20/2022,Hutch_c,3,1,Wasp,,,,2.29,,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051778,436,7/20/2022,Hutch_c,3,1,Sambuci,,,,2.65,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052004,437,7/20/2022,Hutch_c,3,1,Andrena,,prunorum,F,3.82,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051692,438,7/20/2022,Hutch_c,3,1,Andrena,,prunorum,F,3.83,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051783,439,7/20/2022,Hutch_c,3,1,Andrena,,prunorum,F,3.79,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051718,440,7/20/2022,Hutch_c,3,1,Andrena,,prunorum,F,3.68,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051757,441,7/20/2022,Hutch_c,3,1,Andrena,,prunorum,F,3.80,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051796,442,7/20/2022,Hutch_c,3,1,Andrena,,prunorum,F,3.27,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051961,443,7/20/2022,Hutch_c,3,1,Apis,,mellifera,F,3.55,CALankford2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051882,444,7/20/2022,Hutch_c,3,1,Lasioglossum,,pacifica,F,2.50,CALankford2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052636,445,7/20/2022,Hutch_c,3,1,Andrena,,scurra,F,3.11,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052392,446,7/20/2022,Hutch_c,3,1,Nomada,,C,M,2.62,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052200,447,7/20/2022,Hutch_c,3,1,Lasioglossum,,tenax,F,1.35,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052359,448,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,M,1.25,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052177,449,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,M,1.35,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052300,450,7/20/2022,Hutch_c,3,1,Hylaeus,,mesillae,M,1.06,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052151,451,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,M,1.42,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052184,452,7/20/2022,Hutch_c,3,1,Halictus,,tuipautitus,F,1.61,CALankford2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052031,453,7/20/2022,Hutch_c,3,1,Lasioglossum,,quebescens,F,1.93,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSU00052016,454,7/20/2022,Hutch_c,3,1,Wasp,,,,1.80,,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052481,455,7/20/2022,Hutch_c,3,1,Andrena,,knuthiana,F,2.49,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051821,456,7/20/2022,Hutch_c,3,1,Ceratina,,acantha,F,1.74,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052032,457,7/20/2022,Hutch_c,3,1,Lasioglossum,,incompletum,F,1.25,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051726,458,7/20/2022,Hutch_c,3,1,Herides,,occidentalis,M,1.62,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052305,459,7/20/2022,Hutch_c,3,1,Lasioglossum,,incompletum,F,1.27,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052028,460,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,F,1.51,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052156,461,7/20/2022,Hutch_c,3,1,Sphecodes,,B,M,3.39,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052242,462,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,M,1.32,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052248,463,7/20/2022,Hutch_c,3,1,Hylaeus,,granolatus,F,1.29,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052255,464,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,M,1.28,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052044,465,7/20/2022,Hutch_c,3,1,Lasioglossum,,sandhousiellum,F,1.20,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052164,466,7/20/2022,Hutch_c,3,1,Lasioglossum,,pulveris,M,1.40,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052096,467,7/20/2022,Hutch_c,3,1,Lasioglossum,,tenax,F,1.42,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052157,468,7/20/2022,Hutch_c,3,1,Hylaeus,,granolatus,M,1.21,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052332,469,7/20/2022,Hutch_c,3,1,Lasioglossum,,helianthi,F,1.15,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052117,470,7/20/2022,Hutch_c,3,1,Sphecodes,,C,M,1.41,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00052547,471,7/20/2022,Hutch_c,3,1,Lasioglossum,(Dialictus),,M,1.11,CALankford2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051874,472,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.57,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051926,473,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051913,474,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.67,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051887,475,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051848,476,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.75,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051978,477,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.68,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051952,478,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.79,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051939,479,7/20/2022,Hutch_c,3,2,Andrena,,prunorum,F,3.58,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051835,480,7/20/2022,Hutch_c,3,2,Agapostemon,,uiresceus,F,3.11,CALankford2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
WSUC00051856,481,7/20/2022,Hutch_c,3,2,Lasioglossum,,sisymbrii,F,2.39,KWWright2025,46.38152,-117.87861,20,July,2022,Columbia,WA,USA,Canola,Net
