date,period,site,land_type,latitude,longitude,transect,morphogroup,family,genus,head_width,intertegular_space,in_canola,subgenus,species
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.05,0.69,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.3,0.8,no,NA,NA
2022-06-08,Pre-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.61,1.19,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.35,0.95,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Halictidae,Lasioglossum,1.68,1.28,no,NA,NA
2022-06-08,Pre-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.66,1.15,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.71,1.2,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.26,0.78,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.12,0.79,no,NA,NA
2022-06-08,Pre-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.51,1.17,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.2,0.66,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.14,0.64,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.46,1.18,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.42,1.06,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Halictidae,Lasioglossum,1.99,1.3,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.23,0.81,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,0.98,0.65,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.26,0.81,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.36,1.06,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.48,1.24,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Halictidae,Lasioglossum,1.65,1.14,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.65,1.16,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.91,1.34,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.67,1.16,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Halictidae,Lasioglossum,1.66,1.29,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.34,0.97,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.58,1.26,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.83,1.38,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,2,Solitary,Halictidae,Lasioglossum,1.96,1.37,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,2.1,1.49,no,NA,NA
2022-07-26,Post-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Halictidae,Lasioglossum,1.52,0.87,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.15,0.92,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.66,1.32,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.47,1.12,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.5,1.16,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.57,1.23,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.05,0.71,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.28,0.93,no,NA,NA
2022-07-19,Post-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Halictidae,Lasioglossum,2.54,1.95,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,1,Solitary,Halictidae,Lasioglossum,1.34,0.84,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,2,Solitary,Halictidae,Lasioglossum,1.14,0.91,no,NA,NA
2022-06-09,Pre-Bloom,Plaza,natural,47.397565,-117.57463,4,Solitary,Halictidae,Lasioglossum,1.57,1.2,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,4,Solitary,Halictidae,Lasioglossum,1.31,0.97,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,1,Solitary,Halictidae,Lasioglossum,1.25,0.94,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Halictidae,Lasioglossum,1.31,0.89,no,NA,NA
2022-07-06,Peak-Bloom,Spangle,natural,47.397378,-117.488876,3,Solitary,Halictidae,Lasioglossum,1.19,0.86,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,4,Solitary,Halictidae,Lasioglossum,1.35,0.9,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.45,1.03,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.24,0.7,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.59,1.05,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.11,0.72,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.2,0.82,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.52,1.24,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.33,0.98,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Halictidae,Lasioglossum,1.5,1.07,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.26,0.84,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.81,1.37,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,1.51,1.08,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Halictidae,Lasioglossum,1.22,0.79,no,NA,NA
2022-07-26,Post-Bloom,Clark1,semi,46.82942655,-117.1411106,2,Solitary,Halictidae,Lasioglossum,1.56,1.16,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.47,1.16,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.43,1.27,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.61,1.24,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.04,0.65,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.18,0.84,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.4,1.12,no,NA,NA
2022-07-19,Post-Bloom,Kamiak,natural,46.8676508,-117.1510624,2,Solitary,Halictidae,Lasioglossum,1.17,0.85,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,1,Solitary,Halictidae,Lasioglossum,1.23,0.73,no,NA,NA
2022-06-09,Pre-Bloom,Plaza,natural,47.397565,-117.57463,2,Solitary,Halictidae,Lasioglossum,1.5,1.23,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,3,Solitary,Halictidae,Lasioglossum,1.24,0.9,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,4,Solitary,Halictidae,Lasioglossum,1.24,0.89,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,1,Solitary,Halictidae,Lasioglossum,1.7,1.09,no,NA,NA
2022-07-08,Peak-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Halictidae,Lasioglossum,1.59,1.22,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Halictidae,Lasioglossum,2.68,2.08,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,2.61,2.12,no,NA,NA
2022-07-06,Peak-Bloom,Spangle,natural,47.397378,-117.488876,2,Solitary,Halictidae,Lasioglossum,1.58,1.02,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,4,Solitary,Halictidae,Lasioglossum,1.27,0.94,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.8,1.19,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.95,1.21,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,2.1,1.3,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,2.15,1.52,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Halictidae,Lasioglossum,1.53,1.07,no,NA,NA
2022-06-07,Pre-Bloom,Clark2,natural,46.835963,-117.220154,1,Solitary,Halictidae,Lasioglossum,1.33,0.94,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.84,1.26,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.57,1.36,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.54,1.24,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,2.5,2.12,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.48,1.19,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.19,0.72,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Halictidae,Lasioglossum,1.75,1.35,no,NA,NA
2022-07-19,Post-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Halictidae,Lasioglossum,1.19,0.81,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,1,Solitary,Halictidae,Lasioglossum,1.18,0.93,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,3,Solitary,Halictidae,Lasioglossum,1.36,0.95,no,NA,NA
2022-07-08,Peak-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Halictidae,Lasioglossum,1.42,1.19,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.86,1.37,no,NA,NA
2022-07-06,Peak-Bloom,Spangle,natural,47.397378,-117.488876,2,Solitary,Halictidae,Lasioglossum,1.53,1.08,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,3,Solitary,Halictidae,Lasioglossum,2.62,1.99,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.05,1.39,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.09,1.4,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.06,1.47,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.91,1.39,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.02,1.41,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,1.21,0.8,no,NA,NA
2022-07-05,Peak-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Halictidae,Lasioglossum,1.41,1.11,no,NA,NA
2022-07-26,Post-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Halictidae,Lasioglossum,1.34,0.97,no,NA,NA
2022-06-07,Pre-Bloom,Clark2,natural,46.835963,-117.220154,1,Solitary,Halictidae,Lasioglossum,1.34,0.94,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.75,1.28,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.48,1.25,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.38,1.03,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.1,0.63,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.47,1.04,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.32,1,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,1,Solitary,Halictidae,Lasioglossum,1.34,0.8,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,2,Solitary,Halictidae,Lasioglossum,1.17,0.89,no,NA,NA
2022-07-27,Post-Bloom,Smoot,natural,46.82218897,-117.237749,1,Solitary,Halictidae,Lasioglossum,2.5,1.88,no,NA,NA
2022-07-08,Peak-Bloom,Smoot,natural,46.82218897,-117.237749,2,Solitary,Halictidae,Lasioglossum,1.57,1.17,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Halictidae,Lasioglossum,1.69,1.4,no,NA,NA
2022-07-06,Peak-Bloom,Spangle,natural,47.397378,-117.488876,2,Solitary,Halictidae,Lasioglossum,1.57,1.2,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.99,1.51,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.39,1.62,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.14,1.51,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.78,1.19,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.42,1.85,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.61,1.27,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.64,1.14,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.81,1.11,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.99,1.27,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.48,1.12,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.46,1.16,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.92,1.27,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,1.25,0.85,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,2,Solitary,Halictidae,Lasioglossum,1.67,1.35,no,NA,NA
2022-07-26,Post-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Halictidae,Lasioglossum,1.24,0.83,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.59,1.18,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.55,1.21,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.41,1.24,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.45,1.03,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.48,1.08,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.46,1.26,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.66,1.03,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Halictidae,Lasioglossum,2.62,1.97,no,NA,NA
2022-06-15,Pre-Bloom,Kamiak,natural,46.8676508,-117.1510624,3,Solitary,Halictidae,Lasioglossum,1.98,1.5,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Halictidae,Lasioglossum,1.48,1.07,no,NA,NA
2022-07-19,Post-Bloom,Kamiak,natural,46.8676508,-117.1510624,4,Solitary,Halictidae,Lasioglossum,2.74,2.13,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,1,Solitary,Halictidae,Lasioglossum,1.14,0.77,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,2,Solitary,Halictidae,Lasioglossum,1.52,1.13,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,3,Solitary,Halictidae,Lasioglossum,1.76,1.39,no,NA,NA
2022-06-21,Pre-Bloom,Smoot,natural,46.82218897,-117.237749,4,Solitary,Halictidae,Lasioglossum,1.91,1.16,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,1,Solitary,Halictidae,Lasioglossum,1.18,0.79,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,3,Solitary,Halictidae,Lasioglossum,1.21,0.79,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.04,1.4,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.8,1.24,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,2.04,1.31,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.6,1.18,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.76,1.06,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.48,1.03,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.82,1.13,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.5,1.16,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.97,1.28,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.28,0.88,no,NA,NA
2022-07-25,Post-Bloom,Chipman1,semi,46.721549,-117.153,3,Solitary,Halictidae,Lasioglossum,1.27,0.94,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,4,Solitary,Halictidae,Lasioglossum,1.34,0.93,no,NA,NA
2022-06-07,Pre-Bloom,Clark1,semi,46.82942655,-117.1411106,4,Solitary,Halictidae,Lasioglossum,1.5,1.15,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,1.39,0.89,no,NA,NA
2022-06-02,Pre-Bloom,Chipman1,semi,46.721549,-117.153,4,Solitary,Halictidae,Lasioglossum,1.68,1.26,no,NA,NA
2022-06-22,Pre-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.56,1.32,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.46,1.09,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.24,0.94,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.28,1.01,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.6,1.31,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,1,Solitary,Halictidae,Lasioglossum,1.31,0.87,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,3,Solitary,Halictidae,Lasioglossum,1.32,0.92,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,2,Solitary,Halictidae,Lasioglossum,2.44,1.99,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,1.24,0.82,no,NA,NA
2022-07-05,Peak-Bloom,Chipman1,semi,46.721549,-117.153,1,Solitary,Halictidae,Lasioglossum,1.58,1.21,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.48,1.1,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.32,1,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.55,1.29,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.43,1.06,no,NA,NA
2022-06-30,Peak-Bloom,Kamiak,natural,46.8676508,-117.1510624,1,Solitary,Halictidae,Lasioglossum,1.76,1.36,no,NA,NA
2022-08-02,Post-Bloom,Plaza,natural,47.397565,-117.57463,1,Solitary,Halictidae,Lasioglossum,1.19,0.88,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,1,Solitary,Halictidae,Lasioglossum,1.26,0.96,no,NA,NA
2022-08-02,Post-Bloom,Spangle,natural,47.397378,-117.488876,3,Solitary,Halictidae,Lasioglossum,1.29,0.93,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,1,Solitary,Halictidae,Lasioglossum,1.43,0.95,no,NA,NA
2022-06-29,Peak-Bloom,Asotin,natural,46.26055038,-117.29982,2,Solitary,Halictidae,Lasioglossum,2.35,1.62,no,NA,NA
2022-07-21,Post-Bloom,Asotin,natural,46.26055038,-117.29982,3,Solitary,Halictidae,Lasioglossum,1.29,0.86,no,NA,NA
2022-06-28,Peak-Bloom,Clark1,semi,46.82942655,-117.1411106,1,Solitary,Halictidae,Lasioglossum,1.65,1.11,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,1,Solitary,Halictidae,Lasioglossum,1.59,1.23,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,2,Solitary,Halictidae,Lasioglossum,1.58,1.23,no,NA,NA
2022-07-20,Post-Bloom,Hutchins,semi,46.37795769,-117.877145,3,Solitary,Halictidae,Lasioglossum,1.45,1.12,no,NA,NA
2022-07-07,Peak-Bloom,Hutchins,semi,46.37795769,-117.877145,4,Solitary,Halictidae,Lasioglossum,1.15,0.78,no,NA,NA
